filename,order,species,class
piciformes_picus_canus_00016.jpg,Piciformes,Picus Canus,Picus Canus
accipitriformes_haliaeetus_albicilla_00054.jpg,Accipitriformes,Haliaeetus Albicilla,Haliaeetus Albicilla
strigiformes_bubo_ascalaphus_00026.jpg,Strigiformes,Bubo Ascalaphus,Bubo Ascalaphus
accipitriformes_circaetus_gallicus_00063.jpg,Accipitriformes,Circaetus Gallicus,Circaetus Gallicus
passeriformes_pycnonotus_nigricans_00011.jpg,Passeriformes,Pycnonotus Nigricans,Pycnonotus sp.
passeriformes_cissa_chinensis_00005.jpg,Passeriformes,Cissa Chinensis,Corvidae
passeriformes_urocissa_erythroryncha_00015.jpg,Passeriformes,Urocissa Erythroryncha,Corvidae
strigiformes_strix_aluco_00014.jpg,Strigiformes,Strix Aluco,Strix Aluco
anseriformes_branta_leucopsis_00005.jpg,Anseriformes,Branta Leucopsis,Branta sp.
anseriformes_somateria_mollissima_00040.jpg,Anseriformes,Somateria Mollissima,Somateria sp.
accipitriformes_circaetus_gallicus_00042.jpg,Accipitriformes,Circaetus Gallicus,Circaetus Gallicus
accipitriformes_accipiter_nisus_00100.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
procellariiformes_calonectris_diomedea_00051.jpg,Procellariiformes,Calonectris Diomedea,Calonectris Diomedea
charadriiformes_numenius_arquata_00002.jpg,Charadriiformes,Numenius Arquata,Numenius Arquata
coraciiformes_alcedo_atthis_00009.jpg,Coraciiformes,Alcedo Atthis,Alcedo Atthis
passeriformes_monticola_solitarius_00025.jpg,Passeriformes,Monticola Solitarius,Monticola Solitarius
anseriformes_melanitta_nigra_00077.jpg,Anseriformes,Melanitta Nigra,Melanitta Nigra
passeriformes_parus_major_00005.jpg,Passeriformes,Parus Major,Paridae
passeriformes_sylvia_atricapilla_00024.jpg,Passeriformes,Sylvia Atricapilla,Sylvia sp.
apodiformes_tachymarptis_melba_00005.jpg,Apodiformes,Tachymarptis Melba,Apodidae
passeriformes_carduelis_carduelis_00273.jpg,Passeriformes,Carduelis Carduelis,Carduelis Carduelis
accipitriformes_circus_cyaneus_00036.jpg,Accipitriformes,Circus Cyaneus,Circus Cyaneus
anseriformes_anas_acuta_00149.jpg,Anseriformes,Anas Acuta,Anas Acuta
charadriiformes_sterna_hirundo_00028.jpg,Charadriiformes,Sterna Hirundo,Sterna Hirundo
cuculiformes_cuculus_canorus_00086.jpg,Cuculiformes,Cuculus Canorus,Cuculus Canorus
caprimulgiformes_caprimulgus_climacurus_00154.jpg,Caprimulgiformes,Caprimulgus Climacurus,Caprimulgus Climacurus
passeriformes_linaria_cannabina_00009.jpg,Passeriformes,Linaria Cannabina,Fringillidae
passeriformes_pycnonotus_xanthopygos_00004.jpg,Passeriformes,Pycnonotus Xanthopygos,Pycnonotus sp.
charadriiformes_alca_torda_00159.jpg,Charadriiformes,Alca Torda,Alca Torda
ciconiiformes_egretta_garzetta_00005.jpg,Ciconiiformes,Egretta Garzetta,Ardeidae
charadriiformes_calidris_canutus_00011.jpg,Charadriiformes,Calidris Canutus,Calidris Canutus
charadriiformes_larus_dominicanus_00075.jpg,Charadriiformes,Larus Dominicanus,Larus Dominicanus
accipitriformes_aquila_chrysaetos_00029.jpg,Accipitriformes,Aquila Chrysaetos,Aquila Chrysaetos
strigiformes_athene_noctua_00021.jpg,Strigiformes,Athene Noctua,Athene Noctua
piciformes_picus_viridis_00190.jpg,Piciformes,Picus Viridis,Picus Viridis
charadriiformes_alca_torda_00047.jpg,Charadriiformes,Alca Torda,Alca Torda
passeriformes_regulus_regulus_00081.jpg,Passeriformes,Regulus Regulus,Regulus Regulus
charadriiformes_numenius_phaeopus_00054.jpg,Charadriiformes,Numenius Phaeopus,Numenius Phaeopus
passeriformes_podoces_hendersoni_00003.jpg,Passeriformes,Podoces Hendersoni,Corvidae
apodiformes_apus_affinis_00010.jpg,Apodiformes,Apus Affinis,Apodidae
anseriformes_anas_bahamensis_00060.jpg,Anseriformes,Anas Bahamensis,Anas Bahamensis
strigiformes_otus_bakkamoena_00063.jpg,Strigiformes,Otus Bakkamoena,Otus Bakkamoena
charadriiformes_tringa_totanus_00065.jpg,Charadriiformes,Tringa Totanus,Tringa Totanus
anseriformes_melanitta_nigra_00068.jpg,Anseriformes,Melanitta Nigra,Melanitta Nigra
charadriiformes_pluvialis_squatarola_00099.jpg,Charadriiformes,Pluvialis Squatarola,Pluvialis Squatarola
passeriformes_luscinia_megarhynchos_00041.jpg,Passeriformes,Luscinia Megarhynchos,Luscinia Megarhynchos
piciformes_dendrocopos_medius_00021.jpg,Piciformes,Dendrocopos Medius,Dendrocopos Medius
anseriformes_anas_platyrhynchos_00026.jpg,Anseriformes,Anas Platyrhynchos,Anas Platyrhynchos
anseriformes_branta_hutchinsii_00003.jpg,Anseriformes,Branta Hutchinsii,Branta sp.
anseriformes_anas_acuta_00015.jpg,Anseriformes,Anas Acuta,Anas Acuta
passeriformes_pycnonotus_jocosus_00029.jpg,Passeriformes,Pycnonotus Jocosus,Pycnonotus sp.
passeriformes_coracina_novaehollandiae_00000.jpg,Passeriformes,Coracina Novaehollandiae,Campephagidae
galliformes_phasianus_colchicus_00087.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
psittaciformes_amazona_ochrocephala_00066.jpg,Psittaciformes,Amazona Ochrocephala,Amazona Ochrocephala
charadriiformes_haematopus_ostralegus_00187.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
gruiformes_amaurornis_phoenicurus_00021.jpg,Gruiformes,Amaurornis Phoenicurus,Rallidae
anseriformes_mergellus_albellus_00005.jpg,Anseriformes,Mergellus Albellus,Mergellus Albellus
cuculiformes_cuculus_canorus_00040.jpg,Cuculiformes,Cuculus Canorus,Cuculus Canorus
passeriformes_geokichla_citrina_00021.jpg,Passeriformes,Geokichla Citrina,Geokichla sp.
strigiformes_tyto_alba_00040.jpg,Strigiformes,Tyto Alba,Tyto Alba
piciformes_dryocopus_martius_00008.jpg,Piciformes,Dryocopus Martius,Picidae
coraciiformes_alcedo_atthis_00099.jpg,Coraciiformes,Alcedo Atthis,Alcedo Atthis
accipitriformes_accipiter_gentilis_00188.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
charadriiformes_larus_canus_00050.jpg,Charadriiformes,Larus Canus,Larus Canus
anseriformes_aythya_affinis_00047.jpg,Anseriformes,Aythya Affinis,Aythya Affinis
charadriiformes_pluvialis_squatarola_00193.jpg,Charadriiformes,Pluvialis Squatarola,Pluvialis Squatarola
passeriformes_sitta_europaea_00038.jpg,Passeriformes,Sitta Europaea,Sitta sp.
passeriformes_corvus_frugilegus_00071.jpg,Passeriformes,Corvus Frugilegus,Corvus Frugilegus
passeriformes_chloris_chloris_00007.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
ciconiiformes_botaurus_stellaris_00101.jpg,Ciconiiformes,Botaurus Stellaris,Botaurus Stellaris
charadriiformes_calidris_canutus_00123.jpg,Charadriiformes,Calidris Canutus,Calidris Canutus
anseriformes_aix_sponsa_00140.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
passeriformes_garrulus_glandarius_00015.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
charadriiformes_tringa_nebularia_00001.jpg,Charadriiformes,Tringa Nebularia,Tringa sp.
charadriiformes_larus_cachinnans_00070.jpg,Charadriiformes,Larus Cachinnans,Larus Cachinnans
galliformes_polyplectron_schleiermacheri_00043.jpg,Galliformes,Polyplectron Schleiermacheri,Polyplectron Schleiermacheri
anseriformes_mergellus_albellus_00002.jpg,Anseriformes,Mergellus Albellus,Mergellus Albellus
accipitriformes_accipiter_gentilis_00005.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
charadriiformes_calidris_melanotos_00027.jpg,Charadriiformes,Calidris Melanotos,Calidris sp.
piciformes_picus_viridis_00075.jpg,Piciformes,Picus Viridis,Picus Viridis
accipitriformes_aquila_heliaca_00019.jpg,Accipitriformes,Aquila Heliaca,Accipitridae
passeriformes_melospiza_melodia_00019.jpg,Passeriformes,Melospiza Melodia,Passerellidae
passeriformes_pycnonotus_jocosus_00032.jpg,Passeriformes,Pycnonotus Jocosus,Pycnonotus sp.
caprimulgiformes_caprimulgus_europaeus_00023.jpg,Caprimulgiformes,Caprimulgus Europaeus,Caprimulgus Europaeus
galliformes_crossoptilon_mantchuricum_00018.jpg,Galliformes,Crossoptilon Mantchuricum,Crossoptilon sp.
anseriformes_aix_sponsa_00157.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
accipitriformes_accipiter_gentilis_00199.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
anseriformes_aythya_ferina_00122.jpg,Anseriformes,Aythya Ferina,Aythya Ferina
passeriformes_pycnonotus_barbatus_00066.jpg,Passeriformes,Pycnonotus Barbatus,Pycnonotus Barbatus
charadriiformes_alca_torda_00023.jpg,Charadriiformes,Alca Torda,Alca Torda
charadriiformes_chlidonias_niger_00011.jpg,Charadriiformes,Chlidonias Niger,Laridae
strigiformes_bubo_ascalaphus_00034.jpg,Strigiformes,Bubo Ascalaphus,Bubo Ascalaphus
accipitriformes_milvus_milvus_00098.jpg,Accipitriformes,Milvus Milvus,Milvus Milvus
galliformes_syrmaticus_humiae_00020.jpg,Galliformes,Syrmaticus Humiae,Syrmaticus sp.
anseriformes_callonetta_leucophrys_00091.jpg,Anseriformes,Callonetta Leucophrys,Callonetta Leucophrys
charadriiformes_larus_fuscus_00078.jpg,Charadriiformes,Larus Fuscus,Larus Fuscus
passeriformes_monticola_gularis_00009.jpg,Passeriformes,Monticola Gularis,Muscicapidae
anseriformes_aix_sponsa_00062.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
passeriformes_regulus_regulus_00086.jpg,Passeriformes,Regulus Regulus,Regulus Regulus
columbiformes_columba_palumbus_00028.jpg,Columbiformes,Columba Palumbus,Columba Palumbus
passeriformes_luscinia_megarhynchos_00022.jpg,Passeriformes,Luscinia Megarhynchos,Luscinia Megarhynchos
cuculiformes_cuculus_canorus_00090.jpg,Cuculiformes,Cuculus Canorus,Cuculus Canorus
ciconiiformes_nycticorax_nycticorax_00015.jpg,Ciconiiformes,Nycticorax Nycticorax,Ardeidae
anseriformes_melanitta_fusca_00034.jpg,Anseriformes,Melanitta Fusca,Melanitta Fusca
passeriformes_phylloscopus_collybita_00097.jpg,Passeriformes,Phylloscopus Collybita,Phylloscopus Collybita
charadriiformes_pluvialis_squatarola_00148.jpg,Charadriiformes,Pluvialis Squatarola,Pluvialis Squatarola
ciconiiformes_ciconia_ciconia_00068.jpg,Ciconiiformes,Ciconia Ciconia,Ciconia Ciconia
passeriformes_lanius_collaris_00006.jpg,Passeriformes,Lanius Collaris,Lanius sp.
passeriformes_tangara_episcopus_00019.jpg,Passeriformes,Tangara Episcopus,Thraupidae
gruiformes_amaurornis_phoenicurus_00001.jpg,Gruiformes,Amaurornis Phoenicurus,Rallidae
passeriformes_poephila_acuticauda_00024.jpg,Passeriformes,Poephila Acuticauda,Estrildidae
accipitriformes_accipiter_gentilis_00108.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
gruiformes_fulica_atra_00004.jpg,Gruiformes,Fulica Atra,Fulica Atra
piciformes_dendrocopos_minor_00017.jpg,Piciformes,Dendrocopos Minor,Dendrocopos sp.
anseriformes_cygnus_columbianus_00003.jpg,Anseriformes,Cygnus Columbianus,Cygnus sp.
passeriformes_corvus_corone_00022.jpg,Passeriformes,Corvus Corone,Corvus sp.
passeriformes_garrulus_glandarius_00262.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
anseriformes_aix_sponsa_00173.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
passeriformes_cyanocorax_melanocyaneus_00008.jpg,Passeriformes,Cyanocorax Melanocyaneus,Corvidae
strigiformes_asio_otus_00150.jpg,Strigiformes,Asio Otus,Asio Otus
anseriformes_netta_rufina_00012.jpg,Anseriformes,Netta Rufina,Anatidae
phoenicopteriformes_phoenicopterus_roseus_00157.jpg,Phoenicopteriformes,Phoenicopterus Roseus,Phoenicopterus Roseus
passeriformes_chloris_chloris_00036.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
passeriformes_lanius_excubitor_00028.jpg,Passeriformes,Lanius Excubitor,Lanius Excubitor
accipitriformes_circus_aeruginosus_00042.jpg,Accipitriformes,Circus Aeruginosus,Circus Aeruginosus
charadriiformes_calidris_canutus_00106.jpg,Charadriiformes,Calidris Canutus,Calidris Canutus
apodiformes_tachymarptis_melba_00038.jpg,Apodiformes,Tachymarptis Melba,Apodidae
passeriformes_garrulus_glandarius_00211.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
accipitriformes_buteo_augur_00037.jpg,Accipitriformes,Buteo Augur,Buteo sp.
charadriiformes_alca_torda_00031.jpg,Charadriiformes,Alca Torda,Alca Torda
charadriiformes_larus_canus_00162.jpg,Charadriiformes,Larus Canus,Larus Canus
passeriformes_phylloscopus_collybita_00037.jpg,Passeriformes,Phylloscopus Collybita,Phylloscopus Collybita
passeriformes_pericrocotus_flammeus_00019.jpg,Passeriformes,Pericrocotus Flammeus,Pericrocotus Flammeus
galliformes_lyrurus_tetrix_00007.jpg,Galliformes,Lyrurus Tetrix,Lyrurus Tetrix
charadriiformes_larus_cachinnans_00027.jpg,Charadriiformes,Larus Cachinnans,Larus Cachinnans
charadriiformes_rostratula_benghalensis_00003.jpg,Charadriiformes,Rostratula Benghalensis,Rostratula Benghalensis
anseriformes_aythya_affinis_00033.jpg,Anseriformes,Aythya Affinis,Aythya Affinis
ciconiiformes_ciconia_nigra_00027.jpg,Ciconiiformes,Ciconia Nigra,Ciconia Nigra
passeriformes_chloris_chloris_00063.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
anseriformes_anas_crecca_00067.jpg,Anseriformes,Anas Crecca,Anas Crecca
passeriformes_acrocephalus_scirpaceus_00077.jpg,Passeriformes,Acrocephalus Scirpaceus,Acrocephalus Scirpaceus
accipitriformes_pandion_haliaetus_00057.jpg,Accipitriformes,Pandion Haliaetus,Pandion Haliaetus
charadriiformes_arenaria_interpres_00055.jpg,Charadriiformes,Arenaria Interpres,Arenaria Interpres
passeriformes_certhia_brachydactyla_00001.jpg,Passeriformes,Certhia Brachydactyla,Certhia sp.
passeriformes_phylloscopus_collybita_00066.jpg,Passeriformes,Phylloscopus Collybita,Phylloscopus Collybita
columbiformes_streptopelia_orientalis_00028.jpg,Columbiformes,Streptopelia Orientalis,Streptopelia sp.
passeriformes_calandrella_brachydactyla_00010.jpg,Passeriformes,Calandrella Brachydactyla,Alaudidae
caprimulgiformes_chordeiles_minor_00026.jpg,Caprimulgiformes,Chordeiles Minor,Chordeiles Minor
gruiformes_otis_tarda_00061.jpg,Gruiformes,Otis Tarda,Otis Tarda
passeriformes_spodiopsar_cineraceus_00009.jpg,Passeriformes,Spodiopsar Cineraceus,Sturnidae
charadriiformes_charadrius_dubius_00030.jpg,Charadriiformes,Charadrius Dubius,Charadrius Dubius
charadriiformes_calidris_alba_00011.jpg,Charadriiformes,Calidris Alba,Calidris Alba
anseriformes_anas_platyrhynchos_00011.jpg,Anseriformes,Anas Platyrhynchos,Anas Platyrhynchos
accipitriformes_circus_aeruginosus_00053.jpg,Accipitriformes,Circus Aeruginosus,Circus Aeruginosus
anseriformes_bucephala_clangula_00037.jpg,Anseriformes,Bucephala Clangula,Bucephala sp.
anseriformes_anas_zonorhyncha_00033.jpg,Anseriformes,Anas Zonorhyncha,Anas Zonorhyncha
strigiformes_strix_uralensis_00010.jpg,Strigiformes,Strix Uralensis,Strigidae
passeriformes_acrocephalus_schoenobaenus_00121.jpg,Passeriformes,Acrocephalus Schoenobaenus,Acrocephalus Schoenobaenus
passeriformes_lonchura_molucca_00021.jpg,Passeriformes,Lonchura Molucca,Estrildidae
accipitriformes_circus_aeruginosus_00013.jpg,Accipitriformes,Circus Aeruginosus,Circus Aeruginosus
accipitriformes_circaetus_gallicus_00017.jpg,Accipitriformes,Circaetus Gallicus,Circaetus Gallicus
anseriformes_aythya_fuligula_00025.jpg,Anseriformes,Aythya Fuligula,Aythya Fuligula
anseriformes_anser_anser_00099.jpg,Anseriformes,Anser Anser,Anser Anser
galliformes_phasianus_colchicus_00080.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
caprimulgiformes_caprimulgus_climacurus_00141.jpg,Caprimulgiformes,Caprimulgus Climacurus,Caprimulgus Climacurus
piciformes_dendrocopos_major_00110.jpg,Piciformes,Dendrocopos Major,Dendrocopos Major
passeriformes_loxia_leucoptera_00037.jpg,Passeriformes,Loxia Leucoptera,Loxia Leucoptera
accipitriformes_haliaeetus_albicilla_00067.jpg,Accipitriformes,Haliaeetus Albicilla,Haliaeetus Albicilla
passeriformes_acrocephalus_scirpaceus_00094.jpg,Passeriformes,Acrocephalus Scirpaceus,Acrocephalus Scirpaceus
galliformes_tetrao_urogallus_00116.jpg,Galliformes,Tetrao Urogallus,Tetrao Urogallus
charadriiformes_calidris_alpina_00054.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
piciformes_tricholaema_leucomelas_00004.jpg,Piciformes,Tricholaema Leucomelas,Ramphastidae
charadriiformes_alca_torda_00099.jpg,Charadriiformes,Alca Torda,Alca Torda
anseriformes_aix_galericulata_00244.jpg,Anseriformes,Aix Galericulata,Aix Galericulata
anseriformes_aythya_ferina_00048.jpg,Anseriformes,Aythya Ferina,Aythya Ferina
passeriformes_phoenicurus_ochruros_00015.jpg,Passeriformes,Phoenicurus Ochruros,Phoenicurus Ochruros
passeriformes_chloris_monguilloti_00015.jpg,Passeriformes,Chloris Monguilloti,Fringillidae
passeriformes_regulus_regulus_00064.jpg,Passeriformes,Regulus Regulus,Regulus Regulus
ciconiiformes_ciconia_ciconia_00007.jpg,Ciconiiformes,Ciconia Ciconia,Ciconia Ciconia
gruiformes_otis_tarda_00002.jpg,Gruiformes,Otis Tarda,Otis Tarda
gruiformes_fulica_atra_00028.jpg,Gruiformes,Fulica Atra,Fulica Atra
passeriformes_turdus_viscivorus_00026.jpg,Passeriformes,Turdus Viscivorus,Turdus sp.
accipitriformes_milvus_milvus_00150.jpg,Accipitriformes,Milvus Milvus,Milvus Milvus
passeriformes_acrocephalus_scirpaceus_00002.jpg,Passeriformes,Acrocephalus Scirpaceus,Acrocephalus Scirpaceus
passeriformes_contopus_cooperi_00016.jpg,Passeriformes,Contopus Cooperi,Tyrannidae
caprimulgiformes_chordeiles_minor_00031.jpg,Caprimulgiformes,Chordeiles Minor,Chordeiles Minor
passeriformes_pericrocotus_flammeus_00053.jpg,Passeriformes,Pericrocotus Flammeus,Pericrocotus Flammeus
apodiformes_apus_apus_00169.jpg,Apodiformes,Apus Apus,Apus Apus
passeriformes_setophaga_pinus_00013.jpg,Passeriformes,Setophaga Pinus,Setophaga sp.
apodiformes_apus_affinis_00008.jpg,Apodiformes,Apus Affinis,Apodidae
passeriformes_cossypha_albicapillus_00007.jpg,Passeriformes,Cossypha Albicapillus,Muscicapidae
charadriiformes_alca_torda_00052.jpg,Charadriiformes,Alca Torda,Alca Torda
apodiformes_apus_apus_00074.jpg,Apodiformes,Apus Apus,Apus Apus
accipitriformes_haliaeetus_albicilla_00064.jpg,Accipitriformes,Haliaeetus Albicilla,Haliaeetus Albicilla
passeriformes_pycnonotus_jocosus_00019.jpg,Passeriformes,Pycnonotus Jocosus,Pycnonotus sp.
charadriiformes_haematopus_ostralegus_00020.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
passeriformes_saxicola_rubetra_00041.jpg,Passeriformes,Saxicola Rubetra,Saxicola sp.
anseriformes_anas_zonorhyncha_00031.jpg,Anseriformes,Anas Zonorhyncha,Anas Zonorhyncha
passeriformes_carduelis_carduelis_00275.jpg,Passeriformes,Carduelis Carduelis,Carduelis Carduelis
charadriiformes_tringa_nebularia_00007.jpg,Charadriiformes,Tringa Nebularia,Tringa sp.
piciformes_dendrocopos_leucotos_00002.jpg,Piciformes,Dendrocopos Leucotos,Dendrocopos sp.
passeriformes_garrulus_glandarius_00006.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
galliformes_phasianus_colchicus_00070.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
passeriformes_locustella_naevia_00013.jpg,Passeriformes,Locustella Naevia,Locustella sp.
passeriformes_chloris_chloris_00136.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
galliformes_tetrao_urogallus_00072.jpg,Galliformes,Tetrao Urogallus,Tetrao Urogallus
anseriformes_callonetta_leucophrys_00082.jpg,Anseriformes,Callonetta Leucophrys,Callonetta Leucophrys
gruiformes_otis_tarda_00007.jpg,Gruiformes,Otis Tarda,Otis Tarda
charadriiformes_haematopus_ostralegus_00035.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
charadriiformes_larus_canus_00069.jpg,Charadriiformes,Larus Canus,Larus Canus
anseriformes_cygnus_columbianus_00026.jpg,Anseriformes,Cygnus Columbianus,Cygnus sp.
passeriformes_carpodacus_roseus_00011.jpg,Passeriformes,Carpodacus Roseus,Fringillidae
accipitriformes_accipiter_nisus_00011.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
columbiformes_streptopelia_decaocto_00005.jpg,Columbiformes,Streptopelia Decaocto,Streptopelia sp.
piciformes_dendrocopos_major_00091.jpg,Piciformes,Dendrocopos Major,Dendrocopos Major
anseriformes_tadorna_tadorna_00010.jpg,Anseriformes,Tadorna Tadorna,Tadorna sp.
gruiformes_otis_tarda_00025.jpg,Gruiformes,Otis Tarda,Otis Tarda
galliformes_accipiter_gularis_00016.jpg,Galliformes,Accipiter Gularis,Accipitridae
passeriformes_geokichla_citrina_00024.jpg,Passeriformes,Geokichla Citrina,Geokichla sp.
charadriiformes_calidris_alpina_00152.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
charadriiformes_calidris_alba_00015.jpg,Charadriiformes,Calidris Alba,Calidris Alba
anseriformes_callonetta_leucophrys_00003.jpg,Anseriformes,Callonetta Leucophrys,Callonetta Leucophrys
passeriformes_garrulus_glandarius_00192.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
anseriformes_bucephala_islandica_00025.jpg,Anseriformes,Bucephala Islandica,Bucephala sp.
anseriformes_aythya_fuligula_00049.jpg,Anseriformes,Aythya Fuligula,Aythya Fuligula
passeriformes_cossypha_albicapillus_00012.jpg,Passeriformes,Cossypha Albicapillus,Muscicapidae
passeriformes_setophaga_petechia_00014.jpg,Passeriformes,Setophaga Petechia,Setophaga sp.
passeriformes_pycnonotus_barbatus_00003.jpg,Passeriformes,Pycnonotus Barbatus,Pycnonotus Barbatus
coraciiformes_halcyon_leucocephala_00001.jpg,Coraciiformes,Halcyon Leucocephala,Halcyon sp.
anseriformes_mareca_sibilatrix_00029.jpg,Anseriformes,Mareca Sibilatrix,Mareca sp.
passeriformes_motacilla_alba_00018.jpg,Passeriformes,Motacilla Alba,Motacillidae
anseriformes_anas_bahamensis_00051.jpg,Anseriformes,Anas Bahamensis,Anas Bahamensis
columbiformes_treron_sieboldii_00042.jpg,Columbiformes,Treron Sieboldii,Treron Sieboldii
strigiformes_otus_scops_00009.jpg,Strigiformes,Otus Scops,Otus Scops
passeriformes_carduelis_carduelis_00024.jpg,Passeriformes,Carduelis Carduelis,Carduelis Carduelis
passeriformes_locustella_luscinioides_00019.jpg,Passeriformes,Locustella Luscinioides,Locustella sp.
charadriiformes_calidris_alba_00022.jpg,Charadriiformes,Calidris Alba,Calidris Alba
charadriiformes_larus_fuscus_00030.jpg,Charadriiformes,Larus Fuscus,Larus Fuscus
charadriiformes_tringa_glareola_00011.jpg,Charadriiformes,Tringa Glareola,Tringa sp.
columbiformes_phaps_elegans_00030.jpg,Columbiformes,Phaps Elegans,Phaps Elegans
charadriiformes_sterna_hirundo_00012.jpg,Charadriiformes,Sterna Hirundo,Sterna Hirundo
anseriformes_anas_acuta_00067.jpg,Anseriformes,Anas Acuta,Anas Acuta
galliformes_tetrao_urogallus_00062.jpg,Galliformes,Tetrao Urogallus,Tetrao Urogallus
anseriformes_mergus_merganser_00006.jpg,Anseriformes,Mergus Merganser,Mergus Merganser
coraciiformes_coracias_cyanogaster_00059.jpg,Coraciiformes,Coracias Cyanogaster,Coracias Cyanogaster
galliformes_polyplectron_schleiermacheri_00060.jpg,Galliformes,Polyplectron Schleiermacheri,Polyplectron Schleiermacheri
accipitriformes_milvus_milvus_00086.jpg,Accipitriformes,Milvus Milvus,Milvus Milvus
phoenicopteriformes_phoenicopterus_roseus_00151.jpg,Phoenicopteriformes,Phoenicopterus Roseus,Phoenicopterus Roseus
galliformes_rheinardia_ocellata_00018.jpg,Galliformes,Rheinardia Ocellata,Phasianidae
passeriformes_poecile_montanus_00012.jpg,Passeriformes,Poecile Montanus,Paridae
passeriformes_spermestes_bicolor_00009.jpg,Passeriformes,Spermestes Bicolor,Estrildidae
apodiformes_apus_apus_00168.jpg,Apodiformes,Apus Apus,Apus Apus
passeriformes_acrocephalus_melanopogon_00011.jpg,Passeriformes,Acrocephalus Melanopogon,Acrocephalus sp.
accipitriformes_circus_cyaneus_00045.jpg,Accipitriformes,Circus Cyaneus,Circus Cyaneus
strigiformes_otus_bakkamoena_00075.jpg,Strigiformes,Otus Bakkamoena,Otus Bakkamoena
accipitriformes_accipiter_gentilis_00143.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
charadriiformes_alle_alle_00003.jpg,Charadriiformes,Alle Alle,Alle Alle
passeriformes_chloris_chloris_00181.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
charadriiformes_actitis_hypoleucos_00080.jpg,Charadriiformes,Actitis Hypoleucos,Actitis Hypoleucos
accipitriformes_accipiter_gentilis_00049.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
strigiformes_strix_aluco_00068.jpg,Strigiformes,Strix Aluco,Strix Aluco
anseriformes_anas_acuta_00034.jpg,Anseriformes,Anas Acuta,Anas Acuta
anseriformes_tadorna_ferruginea_00040.jpg,Anseriformes,Tadorna Ferruginea,Tadorna sp.
strigiformes_otus_scops_00021.jpg,Strigiformes,Otus Scops,Otus Scops
passeriformes_pycnonotus_jocosus_00011.jpg,Passeriformes,Pycnonotus Jocosus,Pycnonotus sp.
anseriformes_aythya_ferina_00098.jpg,Anseriformes,Aythya Ferina,Aythya Ferina
passeriformes_passerella_iliaca_00047.jpg,Passeriformes,Passerella Iliaca,Passerellidae
charadriiformes_calidris_alpina_00010.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
galliformes_bonasa_umbellus_00016.jpg,Galliformes,Bonasa Umbellus,Phasianidae
anseriformes_mergus_serrator_00004.jpg,Anseriformes,Mergus Serrator,Mergus Serrator
ciconiiformes_ixobrychus_minutus_00069.jpg,Ciconiiformes,Ixobrychus Minutus,Ixobrychus Minutus
ciconiiformes_ciconia_abdimii_00015.jpg,Ciconiiformes,Ciconia Abdimii,Ciconia Abdimii
accipitriformes_buteo_buteo_00026.jpg,Accipitriformes,Buteo Buteo,Buteo Buteo
charadriiformes_calidris_alpina_00083.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
anseriformes_anser_albifrons_00093.jpg,Anseriformes,Anser Albifrons,Anser Albifrons
piciformes_melanerpes_formicivorus_00015.jpg,Piciformes,Melanerpes Formicivorus,Picidae
passeriformes_locustella_naevia_00008.jpg,Passeriformes,Locustella Naevia,Locustella sp.
passeriformes_turdus_viscivorus_00028.jpg,Passeriformes,Turdus Viscivorus,Turdus sp.
columbiformes_treron_sieboldii_00020.jpg,Columbiformes,Treron Sieboldii,Treron Sieboldii
